Name,Platform,Year,Genre,Publisher,Rank,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,16262,0.01,0.0,0.0,0.01,0.0
Paragon,PS4,2016.0,Action,Epic Games,16263,0.01,0.01,0.0,0.0,0.0
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,Naxat Soft,16264,0.01,0.0,0.0,0.01,0.0
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,16265,0.01,0.0,0.0,0.01,0.0
Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,G.Rev,16266,0.01,0.0,0.0,0.01,0.0
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,16267,0.01,0.0,0.0,0.01,0.0
Myself; Yourself,PS2,2007.0,Adventure,Yeti,16268,0.01,0.0,0.0,0.01,0.0
Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,16269,0.01,0.0,0.0,0.01,0.0
Starry ? Sky: After Autumn,PSP,2011.0,Misc,Aqua Plus,16270,0.01,0.0,0.0,0.01,0.0
Dokuro,PSV,2012.0,Action,GungHo,16271,0.01,0.0,0.0,0.01,0.0
Slide Adventure: Mag Kid,DS,2007.0,Action,Nintendo,16272,0.01,0.0,0.0,0.01,0.0
Smuggler's Run,GBA,2002.0,Racing,Rebellion,16273,0.01,0.01,0.0,0.0,0.0
The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,Deep Silver,16274,0.01,0.01,0.0,0.0,0.0
Chaos;Head Noah,PSV,2014.0,Adventure,5pb,16275,0.01,0.0,0.0,0.01,0.0
Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,16276,0.01,0.0,0.01,0.0,0.0
Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,16277,0.01,0.0,0.01,0.0,0.0
Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,16278,0.01,0.0,0.0,0.01,0.0
Assetto Corsa,XOne,2016.0,Racing,505 Games,16279,0.01,0.0,0.01,0.0,0.0
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,16280,0.01,0.0,0.0,0.01,0.0
Monster Bomber,DS,2006.0,Puzzle,505 Games,16281,0.01,0.01,0.0,0.0,0.0
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,Tecmo Koei,16282,0.01,0.0,0.0,0.01,0.0
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,16283,0.01,0.0,0.0,0.01,0.0
CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,16284,0.01,0.01,0.0,0.0,0.0
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,16285,0.01,0.0,0.0,0.01,0.0
The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,16286,0.01,0.0,0.01,0.0,0.0
The Ultimate Battle of the Sexes,Wii,2010.0,Misc,DTP Entertainment,16287,0.01,0.01,0.01,0.0,0.0
Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,16288,0.01,0.0,0.0,0.01,0.0
War for the Overworld,PC,2015.0,Strategy,Unknown,16289,0.01,0.0,0.01,0.0,0.0
TimeShift,PC,2007.0,Shooter,Vivendi Games,16290,0.01,0.01,0.0,0.0,0.0
ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,16291,0.01,0.0,0.0,0.01,0.0
The Train Giant,PC,2012.0,Strategy,Ascaron Entertainment,16292,0.01,0.0,0.01,0.0,0.0
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,16293,0.01,0.0,0.0,0.01,0.0
FairlyLife: MiracleDays,PSP,2010.0,Adventure,Piacci,16294,0.01,0.0,0.0,0.01,0.0
Surf's Up,GC,2007.0,Sports,Ubisoft,16295,0.01,0.01,0.0,0.0,0.0
Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,16296,0.01,0.01,0.0,0.0,0.0
Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,16297,0.01,0.0,0.0,0.01,0.0
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,16298,0.01,0.01,0.0,0.0,0.0
Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,16299,0.01,0.0,0.01,0.0,0.0
Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,16300,0.01,0.0,0.0,0.01,0.0
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,Nitroplus,16301,0.01,0.0,0.0,0.01,0.0
Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,System Soft,16302,0.01,0.0,0.0,0.01,0.0
Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,16303,0.01,0.0,0.0,0.01,0.0
Fireman Sam: Action Stations,DS,2013.0,Action,Avanquest Software,16304,0.01,0.0,0.01,0.0,0.0
Tetris Ultimate,PSV,2014.0,Puzzle,Ubisoft,16305,0.01,0.0,0.01,0.0,0.0
Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,16306,0.01,0.0,0.0,0.01,0.0
Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,16307,0.01,0.01,0.0,0.0,0.0
Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,16308,0.01,0.01,0.0,0.0,0.0
Full Auto 2: Battlelines,PSP,2007.0,Racing,Sega,16309,0.01,0.0,0.01,0.0,0.0
Freaky Flyers,GC,,Racing,Unknown,16310,0.01,0.01,0.0,0.0,0.0
Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,16311,0.01,0.01,0.0,0.0,0.0
Rally Championship,GC,2003.0,Racing,SCi,16312,0.01,0.01,0.0,0.0,0.0
Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,16313,0.01,0.0,0.0,0.01,0.0
Space Hulk,PSV,2015.0,Strategy,Funbox Media,16314,0.01,0.0,0.01,0.0,0.0
Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,16315,0.01,0.01,0.0,0.0,0.0
Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,16316,0.01,0.0,0.0,0.01,0.0
Really? Really! DS,DS,2009.0,Adventure,Kadokawa Shoten,16317,0.01,0.0,0.0,0.01,0.0
Gakuen Hetalia,DS,2012.0,Adventure,Idea Factory,16318,0.01,0.0,0.0,0.01,0.0
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,Quinrose,16319,0.01,0.0,0.0,0.01,0.0
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,Success,16320,0.01,0.0,0.0,0.01,0.0
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007.0,Role-Playing,Rising Star Games,16321,0.01,0.01,0.0,0.0,0.0
Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,16322,0.01,0.0,0.0,0.01,0.0
Tringo,GBA,2006.0,Puzzle,Liquid Games,16323,0.01,0.01,0.0,0.0,0.0
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007.0,Misc,Ubisoft,16324,0.01,0.0,0.0,0.01,0.0
Binary Star,PSV,2014.0,Adventure,Idea Factory,16325,0.01,0.0,0.0,0.01,0.0
MXGP 2,PC,2016.0,Racing,Milestone S.r.l.,16326,0.01,0.0,0.01,0.0,0.0
Professional Farmer 2016,PSV,2015.0,Action,Namco Bandai Games,16327,0.01,0.0,0.01,0.0,0.0
RalliSport Challenge(JP sales),XB,2002.0,Racing,Microsoft Game Studios,16328,0.01,0.0,0.0,0.01,0.0
Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,Square Enix,16329,0.01,0.0,0.0,0.01,0.0
Inversion,PC,,Shooter,Namco Bandai Games,16330,0.01,0.01,0.0,0.0,0.0
Wedding Planner: Dream Weddings Guaranteed,DS,2010.0,Simulation,DTP Entertainment,16331,0.01,0.0,0.01,0.0,0.0
Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,16332,0.01,0.0,0.0,0.01,0.0
Ultraman Fighting Evolution 3,PS2,2004.0,Fighting,Banpresto,16333,0.01,0.0,0.0,0.01,0.0
Rondo of Swords (jp sales),DS,2007.0,Role-Playing,Success,16334,0.01,0.0,0.0,0.01,0.0
The Eye of Judgment: Legends,PSP,2010.0,Strategy,Sony Computer Entertainment,16335,0.01,0.0,0.0,0.01,0.0
Chaos;Child,PS4,2015.0,Adventure,5pb,16336,0.01,0.0,0.0,0.01,0.0
Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,16337,0.01,0.01,0.0,0.0,0.0
Whac-A-Mole,GBA,2005.0,Puzzle,Zoo Digital Publishing,16338,0.01,0.01,0.0,0.0,0.0
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,16339,0.01,0.0,0.0,0.01,0.0
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009.0,Adventure,CyberFront,16340,0.01,0.0,0.0,0.01,0.0
Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,16341,0.01,0.0,0.0,0.01,0.0
Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,16342,0.01,0.0,0.01,0.0,0.0
Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,16343,0.01,0.01,0.0,0.0,0.0
H2O+: Footprints in the Sand,PS2,2008.0,Adventure,Kadokawa Shoten,16344,0.01,0.0,0.0,0.01,0.0
Fashionable Puppy: Oshare na Koinu DS,DS,2007.0,Simulation,MTO,16345,0.01,0.0,0.0,0.01,0.0
Sekirei: Mirai Kara no Okurimono,PS2,2009.0,Adventure,Alchemist,16346,0.01,0.0,0.0,0.01,0.0
Cities: Skylines Snowfall,PC,2016.0,Simulation,Paradox Development,16347,0.01,0.0,0.01,0.0,0.0
Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,16348,0.01,0.01,0.0,0.0,0.0
Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,TDK Mediactive,16349,0.01,0.01,0.0,0.0,0.0
Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,16350,0.01,0.0,0.0,0.01,0.0
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,Atari,16351,0.01,0.01,0.0,0.0,0.0
Natsuzora no Monologue,PSP,2013.0,Adventure,Otomate,16352,0.01,0.0,0.0,0.01,0.0
Kenka Banchou Portable,PSP,2009.0,Action,Spike,16353,0.01,0.0,0.0,0.01,0.0
World Snooker Challenge 2005,PSP,2005.0,Sports,Sega,16354,0.01,0.0,0.01,0.0,0.0
Juiced 2: Hot Import Nights,PC,2007.0,Racing,THQ,16355,0.01,0.0,0.01,0.0,0.0
G1 Jockey 4 2008,PS3,2008.0,Sports,Tecmo Koei,16356,0.01,0.0,0.01,0.0,0.0
Monster Jam,PC,2007.0,Racing,Activision,16357,0.01,0.01,0.0,0.0,0.0
Icewind Dale II,PC,2002.0,Role-Playing,Interplay,16358,0.01,0.0,0.01,0.0,0.0
The Amazing Spider-Man (DS & Mobile Versions),PSP,2009.0,Action,Eidos Interactive,16359,0.01,0.0,0.01,0.0,0.0
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015.0,Puzzle,Nintendo,16360,0.01,0.0,0.0,0.01,0.0
Ishin Renka: Ryouma Gaiden,PSP,2010.0,Adventure,D3Publisher,16361,0.01,0.0,0.0,0.01,0.0
NHL 2K7,XB,2006.0,Sports,Take-Two Interactive,16362,0.01,0.01,0.0,0.0,0.0
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,16363,0.01,0.0,0.0,0.01,0.0
Act of Aggression,PC,2015.0,Strategy,Focus Home Interactive,16364,0.01,0.0,0.01,0.0,0.0
Powerdrome,XB,2004.0,Racing,Evolved Games,16365,0.01,0.01,0.0,0.0,0.0
Fallout Anthology,PC,2015.0,Action,Bethesda Softworks,16366,0.01,0.0,0.01,0.0,0.0
Tropico 3: Gold Edition,PC,2010.0,Strategy,Kalypso Media,16367,0.01,0.0,0.01,0.0,0.0
Survivor,Wii,2010.0,Adventure,Valcon Games,16368,0.01,0.01,0.0,0.0,0.0
Hakuouki: Shinsengumi Kitan,PS3,,Adventure,Unknown,16369,0.01,0.01,0.0,0.0,0.0
Dance with Devils,PSV,2016.0,Action,,16370,0.01,0.0,0.0,0.01,0.0
Wand of Fortune,PS2,2009.0,Adventure,Idea Factory,16371,0.01,0.0,0.0,0.01,0.0
Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,16372,0.01,0.0,0.0,0.01,0.0
Gobliiins 4,PC,2009.0,Adventure,Kalypso Media,16373,0.01,0.0,0.01,0.0,0.0
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,Idea Factory,16374,0.01,0.0,0.0,0.01,0.0
"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,Ubisoft,16375,0.01,0.01,0.0,0.0,0.0
Meru Purana,PS,1996.0,Strategy,Gust,16376,0.01,0.0,0.0,0.01,0.0
Cross Edge Dash,X360,2009.0,Role-Playing,Compile Heart,16377,0.01,0.0,0.0,0.01,0.0
Colin McRae Rally 04,PC,2004.0,Racing,Codemasters,16378,0.01,0.0,0.01,0.0,0.0
Super Bubble Pop,XB,2002.0,Puzzle,Jaleco,16379,0.01,0.01,0.0,0.0,0.0
Fullmetal Alchemist: Trading Card Game,DS,2007.0,Misc,Destineer,16380,0.01,0.01,0.0,0.0,0.0
Luxor: Pharaoh's Challenge,DS,2007.0,Puzzle,Funsta,16381,0.01,0.0,0.01,0.0,0.0
Grand Prix Legends,PC,1997.0,Racing,Vivendi Games,16382,0.01,0.0,0.01,0.0,0.0
Fate/kaleid liner Prisma Illya,3DS,2014.0,Action,Kadokawa Games,16383,0.01,0.0,0.0,0.01,0.0
Hoshigami: Ruining Blue Earth Remix,DS,2007.0,Role-Playing,505 Games,16384,0.01,0.0,0.0,0.01,0.0
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,16385,0.01,0.0,0.0,0.01,0.0
Pilot Academy,PSP,2006.0,Simulation,Rising Star Games,16386,0.01,0.0,0.01,0.0,0.0
Poker for Dummies,PC,2008.0,Misc,Electronic Arts,16387,0.01,0.0,0.01,0.0,0.0
John Daly's ProStroke Golf,X360,2010.0,Sports,O-Games,16388,0.01,0.01,0.0,0.0,0.0
TrackMania Turbo,PC,2016.0,Action,Ubisoft,16389,0.01,0.0,0.01,0.0,0.0
Darkened Skye,GC,2002.0,Adventure,TDK Mediactive,16390,0.01,0.01,0.0,0.0,0.0
Sakura-Sou no Pet na Kanojo,PSV,2013.0,Adventure,Kadokawa Games,16391,0.01,0.0,0.0,0.01,0.0
WSC REAL 09: World Snooker Championship,X360,2009.0,Sports,Deep Silver,16392,0.01,0.0,0.01,0.0,0.0
World Snooker Championship 2007,X360,2007.0,Sports,Sega,16393,0.01,0.0,0.01,0.0,0.0
Handball 16,X360,2015.0,Sports,Bigben Interactive,16394,0.01,0.0,0.01,0.0,0.0
Wand of Fortune: Mirai e no Prologue,PS2,2010.0,Adventure,Idea Factory,16395,0.01,0.0,0.0,0.01,0.0
Alone in the Dark,PC,2008.0,Adventure,Atari,16396,0.01,0.0,0.01,0.0,0.0
Nova Usagi no Game de Ryuugaku!? DS,DS,2007.0,Misc,Konami Digital Entertainment,16397,0.01,0.0,0.0,0.01,0.0
LMA Manager 2007,X360,2006.0,Sports,Codemasters,16398,0.01,0.0,0.01,0.0,0.0
San-X: Chara Sagashi Land,DS,2007.0,Action,MTO,16399,0.01,0.0,0.0,0.01,0.0
Heart no Kuni no Alice,PSP,2009.0,Adventure,Prototype,16400,0.01,0.0,0.0,0.01,0.0
Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,16401,0.01,0.01,0.0,0.0,0.0
The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,16402,0.01,0.0,0.01,0.0,0.0
Pro Evolution Soccer 2010,PC,2009.0,Sports,Konami Digital Entertainment,16403,0.01,0.0,0.01,0.0,0.0
Memories Off,PSP,2008.0,Adventure,5pb,16404,0.01,0.0,0.0,0.01,0.0
Tenchu San Portable,PSP,2009.0,Action,From Software,16405,0.01,0.0,0.0,0.01,0.0
Ratchet & Clank: Full Frontal Assault,PSV,2012.0,Adventure,Sony Computer Entertainment,16406,0.01,0.01,0.0,0.0,0.0
Vitamin X,PS2,2007.0,Adventure,D3Publisher,16407,0.01,0.0,0.0,0.01,0.0
The Wild West,DS,2007.0,Action,Majesco Entertainment,16408,0.01,0.01,0.0,0.0,0.0
The Amazing Spider-Man 2 (2014),PC,2014.0,Action,Activision,16409,0.01,0.0,0.01,0.0,0.0
Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,16410,0.01,0.0,0.0,0.01,0.0
Sega Rally Revo,PC,2007.0,Racing,Sega,16411,0.01,0.0,0.01,0.0,0.0
"Element Girl: Love, Fashion and Friends",DS,2008.0,Adventure,DTP Entertainment,16412,0.01,0.0,0.01,0.0,0.0
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014.0,Fighting,Namco Bandai Games,16413,0.01,0.0,0.0,0.01,0.0
Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,16414,0.01,0.01,0.0,0.0,0.0
Time Leap,X360,2009.0,Adventure,Prototype,16415,0.01,0.0,0.0,0.01,0.0
The Godfather (JP sales),X360,2006.0,Action,Electronic Arts,16416,0.01,0.0,0.0,0.01,0.0
thinkSMART: Chess for Kids,DS,2011.0,Misc,Mentor Interactive,16417,0.01,0.01,0.0,0.0,0.0
World Heroes Anthology,PS2,2007.0,Fighting,Ignition Entertainment,16418,0.01,0.0,0.0,0.01,0.0
Chaos;Child,PS3,2015.0,Adventure,5pb,16419,0.01,0.0,0.0,0.01,0.0
th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,16420,0.01,0.01,0.0,0.0,0.0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009.0,Sports,Konami Digital Entertainment,16421,0.01,0.0,0.0,0.01,0.0
Routes PE,PS2,2007.0,Adventure,Aqua Plus,16422,0.01,0.0,0.0,0.01,0.0
Winning Eleven: Pro Evolution Soccer 2007,PC,2006.0,Sports,Konami Digital Entertainment,16423,0.01,0.0,0.01,0.0,0.0
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009.0,Adventure,D3Publisher,16424,0.01,0.0,0.0,0.01,0.0
Railfan,PS3,2006.0,Simulation,Ongakukan,16425,0.01,0.0,0.0,0.01,0.0
SoniPro,3DS,2014.0,Adventure,imageepoch Inc.,16426,0.01,0.0,0.0,0.01,0.0
Real Crimes: The Unicorn Killer,DS,2011.0,Puzzle,Unknown,16427,0.01,0.0,0.01,0.0,0.0
Akatsuki no Goei Trinity,PSP,2012.0,Adventure,5pb,16428,0.01,0.0,0.0,0.01,0.0
ESPN NBA 2Night 2002,XB,2002.0,Sports,Konami Digital Entertainment,16429,0.01,0.01,0.0,0.0,0.0
Virtua Quest,GC,,Role-Playing,Unknown,16430,0.01,0.01,0.0,0.0,0.0
Aladdin Magic Racer,Wii,2011.0,Racing,Big Ben Interactive,16431,0.01,0.01,0.0,0.0,0.0
Goat Simulator,XOne,2016.0,Simulation,Koch Media,16432,0.01,0.0,0.01,0.0,0.0
Golden Time: Vivid Memories,PSV,2014.0,Adventure,ASCII Media Works,16433,0.01,0.0,0.0,0.01,0.0
Kamigami no Asobi InFinite,PSV,2016.0,Adventure,Broccoli,16434,0.01,0.0,0.0,0.01,0.0
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009.0,Adventure,CyberFront,16435,0.01,0.0,0.0,0.01,0.0
Clive Barker's Jericho,PC,2007.0,Shooter,Codemasters,16436,0.01,0.0,0.01,0.0,0.0
Tenjin Ranman: Happy GO Lucky!!,PSP,2010.0,Adventure,Russel,16437,0.01,0.0,0.0,0.01,0.0
Getsuei Gakuen: kou,PSV,2013.0,Adventure,Arc System Works,16438,0.01,0.0,0.0,0.01,0.0
Worms 2,PC,1997.0,Strategy,Microprose,16439,0.01,0.0,0.01,0.0,0.0
The Cages: Pro Style Batting Practice,Wii,2010.0,Sports,Konami Digital Entertainment,16440,0.01,0.01,0.0,0.0,0.0
Brothers Conflict: Precious Baby,PSV,2017.0,Action,Idea Factory,16441,0.01,0.0,0.0,0.01,0.0
Shin Sangoku Musou 4 Special,X360,2005.0,Action,Tecmo Koei,16442,0.01,0.0,0.0,0.01,0.0
Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,5pb,16443,0.01,0.0,0.0,0.01,0.0
G1 Jockey 4 2007,PS2,2007.0,Sports,Tecmo Koei,16444,0.01,0.0,0.0,0.01,0.0
Colin McRae Rally 2005 plus,PSP,2005.0,Racing,Codemasters,16445,0.01,0.0,0.0,0.01,0.0
Heart no Kuni no Alice: Wonderful Twin World,PSP,2014.0,Adventure,Quinrose,16446,0.01,0.0,0.0,0.01,0.0
Madagascar: Escape 2 Africa,PC,2008.0,Action,Activision,16447,0.01,0.01,0.0,0.0,0.0
Wade Hixton's Counter Punch,GBA,2004.0,Sports,"Destination Software, Inc",16448,0.01,0.01,0.0,0.0,0.0
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Marvelous Interactive,16449,0.01,0.0,0.0,0.01,0.0
Legacy of Kain: Defiance,PC,2003.0,Action,Eidos Interactive,16450,0.01,0.0,0.01,0.0,0.0
Assassin's Creed Chronicles,XOne,2016.0,Action,Ubisoft,16451,0.01,0.0,0.01,0.0,0.0
King's Bounty: Armored Princess,PC,2009.0,Role-Playing,1C Company,16452,0.01,0.0,0.01,0.0,0.0
Hyperdimension Neptunia mk2,PS3,2011.0,Action,Nippon Ichi Software,16453,0.01,0.0,0.01,0.0,0.0
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014.0,Adventure,Views,16454,0.01,0.0,0.0,0.01,0.0
Rugby League Live 3,XOne,2015.0,Action,Tru Blu Entertainment,16455,0.01,0.0,0.01,0.0,0.0
Winx Club: Saving Alfea,3DS,2014.0,Action,Namco Bandai Games,16456,0.01,0.0,0.01,0.0,0.0
Heart no Kuni no Alice,PS2,2008.0,Adventure,Prototype,16457,0.01,0.0,0.0,0.01,0.0
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007.0,Fighting,Capcom,16458,0.01,0.0,0.0,0.01,0.0
Art Academy: Home Studio,WiiU,2015.0,Misc,Nintendo,16459,0.01,0.0,0.0,0.01,0.0
Juggler DS,DS,2008.0,Misc,Commseed,16460,0.01,0.0,0.0,0.01,0.0
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,16461,0.01,0.0,0.0,0.01,0.0
Rugby World Cup 2015,PC,2015.0,Sports,Ubisoft,16462,0.01,0.0,0.01,0.0,0.0
"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015.0,Action,Unknown,16463,0.01,0.0,0.01,0.0,0.0
Razor Freestyle Scooter,GBA,2001.0,Sports,Ubisoft,16464,0.01,0.01,0.0,0.0,0.0
Outdoors Unleashed: Alaska 3D,3DS,2011.0,Sports,Mastiff,16465,0.01,0.01,0.0,0.0,0.0
Vitamin Y,DS,2008.0,Adventure,D3Publisher,16466,0.01,0.0,0.0,0.01,0.0
Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,Kemco,16467,0.01,0.01,0.0,0.0,0.0
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008.0,Simulation,Hudson Soft,16468,0.01,0.0,0.01,0.01,0.0
Magicians Academy,PS2,2007.0,Role-Playing,Enterbrain,16469,0.01,0.0,0.0,0.01,0.0
Memories Off #5: Togireta Film,PSP,2009.0,Adventure,5pb,16470,0.01,0.0,0.0,0.01,0.0
Exstetra,3DS,2013.0,Role-Playing,FuRyu,16471,0.01,0.0,0.0,0.01,0.0
Lucian Bee's: Resurrection Supernova,PS2,2009.0,Adventure,5pb,16472,0.01,0.0,0.0,0.01,0.0
Amnesia Later,PSV,2014.0,Misc,Idea Factory,16473,0.01,0.0,0.0,0.01,0.0
MotoGP 15,X360,2015.0,Racing,Milestone S.r.l.,16474,0.01,0.0,0.01,0.0,0.0
Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Action,Inti Creates,16475,0.01,0.0,0.0,0.01,0.0
Captain Rainbow,Wii,2008.0,Adventure,Nintendo,16476,0.01,0.0,0.0,0.01,0.0
Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,Koch Media,16477,0.01,0.0,0.01,0.0,0.0
Space Raiders,GC,2003.0,Shooter,Taito,16478,0.01,0.01,0.0,0.0,0.0
DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,Cave,16479,0.01,0.0,0.0,0.01,0.0
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,Idea Factory,16480,0.01,0.0,0.0,0.01,0.0
Ishin no Arashi: Shippuu Ryuumeden,DS,2010.0,Strategy,Tecmo Koei,16481,0.01,0.0,0.0,0.01,0.0
Agatha Christie: Peril at End House,PC,2009.0,Adventure,JoWood Productions,16482,0.01,0.0,0.01,0.0,0.0
Muv-Luv Alternative,PS3,2012.0,Simulation,5pb,16483,0.01,0.0,0.0,0.01,0.0
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011.0,Role-Playing,ASCII Media Works,16484,0.01,0.0,0.0,0.01,0.0
Dragon Ball Z for Kinect,X360,2012.0,Fighting,Namco Bandai Games,16485,0.01,0.01,0.0,0.0,0.0
Hospital Tycoon,PC,2007.0,Strategy,Codemasters,16486,0.01,0.0,0.01,0.0,0.0
Smart Boy's Winter Wonderland,DS,2008.0,Misc,UFO Interactive,16487,0.01,0.01,0.0,0.0,0.0
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,Broccoli,16488,0.01,0.0,0.0,0.01,0.0
Case Closed: One Truth Prevails,Wii,2007.0,Adventure,Nobilis,16489,0.01,0.0,0.0,0.01,0.0
Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010.0,Misc,Dorart,16490,0.01,0.0,0.0,0.01,0.0
Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,16491,0.01,0.0,0.0,0.01,0.0
Micro Machines V4,PS2,2006.0,Racing,Codemasters,16492,0.01,0.01,0.0,0.0,0.0
SBK Superbike World Championship,PSP,2008.0,Racing,Black Bean Games,16493,0.01,0.01,0.0,0.0,0.0
Summer Athletics,PC,2008.0,Sports,DTP Entertainment,16494,0.01,0.0,0.01,0.0,0.0
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,Paon,16495,0.01,0.0,0.0,0.01,0.0
The Smurfs,3DS,,Action,Unknown,16496,0.01,0.0,0.01,0.0,0.0
Legends of Oz: Dorothy's Return,3DS,2014.0,Puzzle,,16497,0.01,0.0,0.01,0.0,0.0
Unending Bloody Call,PSP,2012.0,Action,Asgard,16498,0.01,0.0,0.0,0.01,0.0
